Anzahl Profilkoordinaten
       400
Profilkoordinaten
                0.057063               -0.037584
                0.060640               -0.038545
                0.064404               -0.039509
                0.068354               -0.040474
                0.072489               -0.041437
                0.076804               -0.042393
                0.081294               -0.043340
                0.085949               -0.044274
                0.090762               -0.045192
                0.095719               -0.046089
                0.100812               -0.046964
                0.106028               -0.047814
                0.111357               -0.048637
                0.116787               -0.049432
                0.122309               -0.050196
                0.127913               -0.050931
                0.133592               -0.051633
                0.139338               -0.052305
                0.145144               -0.052945
                0.151004               -0.053553
                0.156913               -0.054131
                0.162868               -0.054677
                0.168862               -0.055193
                0.174894               -0.055680
                0.180961               -0.056136
                0.187058               -0.056565
                0.193185               -0.056965
                0.199339               -0.057337
                0.205518               -0.057683
                0.211720               -0.058002
                0.217944               -0.058295
                0.224189               -0.058563
                0.230453               -0.058807
                0.236735               -0.059027
                0.243034               -0.059223
                0.249350               -0.059396
                0.255681               -0.059547
                0.262026               -0.059676
                0.268386               -0.059783
                0.274759               -0.059870
                0.281144               -0.059936
                0.287541               -0.059983
                0.293950               -0.060009
                0.300369               -0.060017
                0.306799               -0.060006
                0.313239               -0.059977
                0.319689               -0.059931
                0.326148               -0.059866
                0.332616               -0.059785
                0.339092               -0.059687
                0.345577               -0.059573
                0.352069               -0.059443
                0.358569               -0.059297
                0.365076               -0.059136
                0.371590               -0.058961
                0.378111               -0.058770
                0.384638               -0.058566
                0.391172               -0.058347
                0.397711               -0.058115
                0.404257               -0.057869
                0.410807               -0.057610
                0.417364               -0.057338
                0.423925               -0.057054
                0.430492               -0.056757
                0.437063               -0.056449
                0.443639               -0.056128
                0.450220               -0.055796
                0.456805               -0.055453
                0.463394               -0.055098
                0.469987               -0.054733
                0.476584               -0.054357
                0.483185               -0.053970
                0.489789               -0.053573
                0.496397               -0.053166
                0.503008               -0.052749
                0.509623               -0.052323
                0.516240               -0.051887
                0.522861               -0.051442
                0.529484               -0.050987
                0.536111               -0.050524
                0.542740               -0.050051
                0.549371               -0.049570
                0.556005               -0.049081
                0.562641               -0.048583
                0.569279               -0.048077
                0.575920               -0.047563
                0.582562               -0.047041
                0.589207               -0.046511
                0.595853               -0.045973
                0.602501               -0.045428
                0.609150               -0.044875
                0.615802               -0.044315
                0.622454               -0.043748
                0.629108               -0.043173
                0.635764               -0.042592
                0.642420               -0.042003
                0.649078               -0.041408
                0.655736               -0.040806
                0.662396               -0.040197
                0.669056               -0.039582
                0.675717               -0.038960
                0.682379               -0.038332
                0.689041               -0.037697
                0.695704               -0.037056
                0.702368               -0.036408
                0.709032               -0.035755
                0.715696               -0.035095
                0.722360               -0.034429
                0.729024               -0.033757
                0.735688               -0.033079
                0.742353               -0.032395
                0.749017               -0.031705
                0.755681               -0.031010
                0.762344               -0.030308
                0.769008               -0.029600
                0.775670               -0.028887
                0.782333               -0.028167
                0.788994               -0.027442
                0.795655               -0.026711
                0.802315               -0.025974
                0.808974               -0.025232
                0.815632               -0.024483
                0.822288               -0.023729
                0.828943               -0.022969
                0.835597               -0.022204
                0.842248               -0.021432
                0.848896               -0.020655
                0.855542               -0.019872
                0.862183               -0.019084
                0.868820               -0.018290
                0.875452               -0.017491
                0.882076               -0.016686
                0.888690               -0.015876
                0.895292               -0.015062
                0.901878               -0.014243
                0.908444               -0.013421
                0.914981               -0.012595
                0.921483               -0.011768
                0.927938               -0.010941
                0.934333               -0.010115
                0.940648               -0.009294
                0.946864               -0.008479
                0.952954               -0.007675
                0.958890               -0.006885
                0.964640               -0.006115
                0.970173               -0.005369
                0.975459               -0.004652
                0.980473               -0.003967
                0.985199               -0.003318
                0.989628               -0.002706
                0.993757               -0.002133
                0.997596               -0.001597
                1.000000               -0.000000
